number	name	type	city	region	country
23	Школа №23	Средняя общеобразовательная школа	Волчанск	Свердловская область	Российская Федерация
	Аксарихинская средняя общеобразовательная школа	Средняя общеобразовательная школа	Восточный	Свердловская область	Российская Федерация
	Средняя общеобразовательная школа № 1	Средняя общеобразовательная школа	Восточный	Свердловская область	Российская Федерация
1	№1	Средняя общеобразовательная школа	Восточный	Свердловская область	Российская Федерация
1	Муниципальное общеобразовательное учреждение среднюю общеобразовательную школу № 1	Средняя общеобразовательная школа	Восточный	Свердловская область	Российская Федерация
	Гарашкинская средняя общеобразовательная школа	Средняя общеобразовательная школа	Гарашкинское	Свердловская область	Российская Федерация
	Гаринская средняя общеобразовательная школа	Средняя общеобразовательная школа	Гари	Свердловская область	Российская Федерация
	Средняя общеобразовательная школа	Средняя общеобразовательная школа	Гари	Свердловская область	Российская Федерация
	Горбуновская средняя общеобразовательная школа	Средняя общеобразовательная школа	Горбуновское	Свердловская область	Российская Федерация
	МОУ СОШ 24	Средняя общеобразовательная школа	Горноуральский	Свердловская область	Российская Федерация
	Средняя общеобразовательная школа № 24	Средняя общеобразовательная школа	Горноуральский	Свердловская область	Российская Федерация
	Средняя общеобразовательная школа №24	Средняя общеобразовательная школа	Горноуральский	Свердловская область	Российская Федерация
	Школа №24	Средняя общеобразовательная школа	Горноуральский	Свердловская область	Российская Федерация
24	№24	Средняя общеобразовательная школа	Горноуральский	Свердловская область	Российская Федерация
	Городищенская средняя общеобразовательная школа	Средняя общеобразовательная школа	Городище	Свердловская область	Российская Федерация
	Грязновская средная общеобразовательная школа	Средняя общеобразовательная школа	Грязновское	Свердловская область	Российская Федерация
	Грязновская средняя общеобразовательная школа	Средняя общеобразовательная школа	Грязновское	Свердловская область	Российская Федерация
	средняя общеобразовательная школа №3	Средняя общеобразовательная школа	Двуреченск	Свердловская область	Российская Федерация
3	средняя общеобразовательная школа № 3	Средняя общеобразовательная школа	Двуреченск	Свердловская область	Российская Федерация
3	Средняя общеобразовательная школа №3	Средняя общеобразовательная школа	Двуреченск	Свердловская область	Российская Федерация
	№16	Средняя общеобразовательная школа	Дегтярск	Свердловская область	Российская Федерация
	Средняя общеобразовательная школа №16	Средняя общеобразовательная школа	Дегтярск	Свердловская область	Российская Федерация
	Средняя общеобразовательная школа №30 имени 10-го гвардейского Уральского добровольческого корпуса	Средняя общеобразовательная школа	Дегтярск	Свердловская область	Российская Федерация
	Средняя общеобразовательная школа №30 имени 10-го гвардейского Уральского добровольческого танкового корпуса	Средняя общеобразовательная школа	Дегтярск	Свердловская область	Российская Федерация
123	№123	Средняя общеобразовательная школа	Дегтярск	Свердловская область	Российская Федерация
16	16	Средняя общеобразовательная школа	Дегтярск	Свердловская область	Российская Федерация
30	МАОУ СОШ №30 им. 10 гв. УДТК	Средняя общеобразовательная школа	Дегтярск	Свердловская область	Российская Федерация
	Средняя общеобразовательная школа № 13	Средняя общеобразовательная школа	Дружинино	Свердловская область	Российская Федерация
	Школа №13	Средняя общеобразовательная школа	Дружинино	Свердловская область	Российская Федерация
	77777	Средняя общеобразовательная школа	Екатеринбург	Свердловская область	Российская Федерация
	8	Средняя общеобразовательная школа	Екатеринбург	Свердловская область	Российская Федерация
	№71	Средняя общеобразовательная школа	Екатеринбург	Свердловская область	Российская Федерация
	Агропромышленное училище	Колледж	Екатеринбург	Свердловская область	Российская Федерация
	Академия туризма и международных отношений	Академия	Екатеринбург	Свердловская область	Российская Федерация
	Артинское профессиональное училище	Профессиональное училище	Екатеринбург	Свердловская область	Российская Федерация
	Байкаловская средняя общеобразовательная школа	Средняя общеобразовательная школа	Екатеринбург	Свердловская область	Российская Федерация
	Баранниковская средняя общеобразовательная школа	Средняя общеобразовательная школа	Екатеринбург	Свердловская область	Российская Федерация
	Башкирский государственный педагогический унивесрситет им. М. Акмуллы	Университет	Екатеринбург	Свердловская область	Российская Федерация
	Белоярский многопрофильный техникум	Техникум	Екатеринбург	Свердловская область	Российская Федерация
	Богдановичская открытая (сменная) общеобразовательная школа	Вечерняя школа	Екатеринбург	Свердловская область	Российская Федерация
	Братский  государственный университет	Университет	Екатеринбург	Свердловская область	Российская Федерация
	Верхнедубровская средняя общеобразовательная школа	Средняя общеобразовательная школа	Екатеринбург	Свердловская область	Российская Федерация
	Верхнесалдинский авиаметаллургический техникум	Техникум	Екатеринбург	Свердловская область	Российская Федерация
	Вечернее (сменное) общеобразовательное учреждение - Центр образования Творчество	Средняя общеобразовательная школа	Екатеринбург	Свердловская область	Российская Федерация
	Восточно-Сибирский государственный университет технологий и управления	Университет	Екатеринбург	Свердловская область	Российская Федерация
	Вятский государственный университет	Университет	Екатеринбург	Свердловская область	Российская Федерация
	ГАПОУ СО УРТК им. А.С. Попова	Колледж	Екатеринбург	Свердловская область	Российская Федерация
	ГБО СПО  Екатеринбургский монтажный колледж	Колледж	Екатеринбург	Свердловская область	Российская Федерация
	ГБПОУ Свердловский областной медицинский колледж	Колледж	Екатеринбург	Свердловская область	Российская Федерация
	ГБУ СПО СОМК	Колледж	Екатеринбург	Свердловская область	Российская Федерация
	Гелиос	Средняя общеобразовательная школа	Екатеринбург	Свердловская область	Российская Федерация
	Гимназия (Во имя Святых Царственных Страстотерпцев)	Гимназия	Екатеринбург	Свердловская область	Российская Федерация
	Гимназия № 116	Гимназия	Екатеринбург	Свердловская область	Российская Федерация
	Гимназия № 13	Гимназия	Екатеринбург	Свердловская область	Российская Федерация
	Гимназия № 47	Гимназия	Екатеринбург	Свердловская область	Российская Федерация
	Гимназия №7 Ступени г. Верхний Уфалей	Гимназия	Екатеринбург	Свердловская область	Российская Федерация
	Гимназия Арт-Этюд	Гимназия	Екатеринбург	Свердловская область	Российская Федерация
	Гимназия Во имя Святых Царственных Страстотерпцев	Гимназия	Екатеринбург	Свердловская область	Российская Федерация
	Гимназия г. Новый ОРЕНГОЙ	Гимназия	Екатеринбург	Свердловская область	Российская Федерация
	Гимназия г. Новый Уренгой	Гимназия	Екатеринбург	Свердловская область	Российская Федерация
	Гимназия имени Анатолия Иосифовича Яковлева	Гимназия	Екатеринбург	Свердловская область	Российская Федерация
	Гимназия с углубленным изучением иностранных языков	Гимназия	Екатеринбург	Свердловская область	Российская Федерация
	Гимназия с углублённым изучением иностранных языков	Гимназия	Екатеринбург	Свердловская область	Российская Федерация
	Государсвенное автономное профессиональное образовательное учреждение Новоуральский технологический колледж	Колледж	Екатеринбург	Свердловская область	Российская Федерация
	Государственное автономное профессиональное образовательное учреждение Свердловской области Екатеринбурский автомобильный колледж	Колледж	Екатеринбург	Свердловская область	Российская Федерация
	Государственное бюджетное образовательное учреждение среднего профессионального образования Свердловской области Уральский колледж бизнеса, управления и технологии красоты	Колледж	Екатеринбург	Свердловская область	Российская Федерация
	Гуманитарный университет	Университет	Екатеринбург	Свердловская область	Российская Федерация
	Добрянская средняя общеобразовательная школа №5	Средняя общеобразовательная школа	Екатеринбург	Свердловская область	Российская Федерация
	ЕАДК	Колледж	Екатеринбург	Свердловская область	Российская Федерация
	ЕВАКУ	Институт	Екатеринбург	Свердловская область	Российская Федерация
	еврогимназия	Гимназия	Екатеринбург	Свердловская область	Российская Федерация
	Европейско-Азиатский институт управления и предпринимательства	Институт	Екатеринбург	Свердловская область	Российская Федерация
	Екатерибургский торгово-экономический техникум	Техникум	Екатеринбург	Свердловская область	Российская Федерация
	Екатеринбургская академия современного искусства	Академия	Екатеринбург	Свердловская область	Российская Федерация
	Екатеринбургская школа-интернат Эверест	Средняя общеобразовательная школа	Екатеринбург	Свердловская область	Российская Федерация
	Екатеринбургский  экономико-технологический колледж	Колледж	Екатеринбург	Свердловская область	Российская Федерация
	Екатеринбургский автомобильно-дорожный колледж	Колледж	Екатеринбург	Свердловская область	Российская Федерация
	Екатеринбургский кадетский корпус	Кадетский корпус	Екатеринбург	Свердловская область	Российская Федерация
	Екатеринбургский кадетский корпус	Средняя общеобразовательная школа	Екатеринбург	Свердловская область	Российская Федерация
	Екатеринбургский колледж транспортного строительства	Колледж	Екатеринбург	Свердловская область	Российская Федерация
	Екатеринбургский колледж траспортного строительства	Колледж	Екатеринбург	Свердловская область	Российская Федерация
	Екатеринбургский машинстроительный колледж	Колледж	Екатеринбург	Свердловская область	Российская Федерация
	Екатеринбургский монтажный колледж	Колледж	Екатеринбург	Свердловская область	Российская Федерация
	Екатеринбургский педагогический колледж	Колледж	Екатеринбург	Свердловская область	Российская Федерация
	Екатеринбургский политехникум	Профессиональное училище	Екатеринбург	Свердловская область	Российская Федерация
	Екатеринбургский политехникум	Техникум	Екатеринбург	Свердловская область	Российская Федерация
	Екатеринбургский промышленно-технологический техникум им. В.М. Курочкина	Техникум	Екатеринбург	Свердловская область	Российская Федерация
	Екатеринбургский промышленно-экономический колледж	Колледж	Екатеринбург	Свердловская область	Российская Федерация
	Екатеринбургский промышленно-экономический техникум	Техникум	Екатеринбург	Свердловская область	Российская Федерация
	екатеринбургский техникум автоматика	Техникум	Екатеринбург	Свердловская область	Российская Федерация
	Екатеринбургский техникум отраслевых технологий и сервиса	Техникум	Екатеринбург	Свердловская область	Российская Федерация
	Екатеринбургский техникум химического машиностроения	Техникум	Екатеринбург	Свердловская область	Российская Федерация
	Екатеринбургский торгово-экономический техникум	Техникум	Екатеринбург	Свердловская область	Российская Федерация
	Екатеринбургский химико-механический техникум	Техникум	Екатеринбург	Свердловская область	Российская Федерация
	Екатеринбургский экономико-технологический колледж	Колледж	Екатеринбург	Свердловская область	Российская Федерация
	Екатеринбургский энергетический техникум	Профессиональное училище	Екатеринбург	Свердловская область	Российская Федерация
	Екатеринбургский энергетический техникум	Техникум	Екатеринбург	Свердловская область	Российская Федерация
	Екатеринбургское суворовское военное училище	Средняя общеобразовательная школа	Екатеринбург	Свердловская область	Российская Федерация
	Екатеринбургское суворовское военное училище	Суворовское училище	Екатеринбург	Свердловская область	Российская Федерация
	Екатеринбурский монтажный колледж	Колледж	Екатеринбург	Свердловская область	Российская Федерация
	Екатеринбурский радиотехнический техникум им. А.С. Попова	Техникум	Екатеринбург	Свердловская область	Российская Федерация
	Екатеринбурский экономико-технологический колледж	Колледж	Екатеринбург	Свердловская область	Российская Федерация
	ЕТХМ	Техникум	Екатеринбург	Свердловская область	Российская Федерация
	Земля родная	Средняя общеобразовательная школа	Екатеринбург	Свердловская область	Российская Федерация
	Ижевский Государственный Технический Университет имени М.Т. Калашникова	Университет	Екатеринбург	Свердловская область	Российская Федерация
	Ижевский государственный технический университет имени М.Т. Калашникова г Ижевск	Университет	Екатеринбург	Свердловская область	Российская Федерация
	Индра	Гимназия	Екатеринбург	Свердловская область	Российская Федерация
	ИНДРА	Средняя общеобразовательная школа	Екатеринбург	Свердловская область	Российская Федерация
	Институт береговой охраны Федеральной службы безопасности Российской Федерации	Институт	Екатеринбург	Свердловская область	Российская Федерация
	Институт международных связей	Институт	Екатеринбург	Свердловская область	Российская Федерация
	Интеллект	Лицей	Екатеринбург	Свердловская область	Российская Федерация
	Исовский геологоразведочный техникум	Техникум	Екатеринбург	Свердловская область	Российская Федерация
	Кадетская школа имени Героя Советского Союза Е.И. Францева	Кадетский корпус	Екатеринбург	Свердловская область	Российская Федерация
	Кадетская школа-интернат	Кадетский корпус	Екатеринбург	Свердловская область	Российская Федерация
	Каменск-Уральский агропромышленный техникум	Техникум	Екатеринбург	Свердловская область	Российская Федерация
	Каменск-Уральский политехнический колледж	Колледж	Екатеринбург	Свердловская область	Российская Федерация
	Каменск-Уральский радиотехнический техникум	Техникум	Екатеринбург	Свердловская область	Российская Федерация
	Камышловский педагогический колледж	Колледж	Екатеринбург	Свердловская область	Российская Федерация
	Классическая гимназия	Гимназия	Екатеринбург	Свердловская область	Российская Федерация
	Колледж предпринимательства и социального управления	Колледж	Екатеринбург	Свердловская область	Российская Федерация
	Колледж управления и сервиса Стиль	Колледж	Екатеринбург	Свердловская область	Российская Федерация
	Колледж управления и сервиса Стиль	Лицей	Екатеринбург	Свердловская область	Российская Федерация
	Колледж управления и сервиса Стиль	Основная общеобразовательная школа	Екатеринбург	Свердловская область	Российская Федерация
	Колледж УрГЭУ СИНХ	Колледж	Екатеринбург	Свердловская область	Российская Федерация
	Криулинская средняя общеобразовательная школа	Средняя общеобразовательная школа	Екатеринбург	Свердловская область	Российская Федерация
	Ленинградский государственный университет имени А.С. Пушкина	Университет	Екатеринбург	Свердловская область	Российская Федерация
	Лицей № 130	Лицей	Екатеринбург	Свердловская область	Российская Федерация
	Лицей № 21	Лицей	Екатеринбург	Свердловская область	Российская Федерация
	Лысьвенский политехнический колледж	Колледж	Екатеринбург	Свердловская область	Российская Федерация
	МАОУ -гимназия №13	Гимназия	Екатеринбург	Свердловская область	Российская Федерация
	Междуреченская средняя общеобразовательная школа	Средняя общеобразовательная школа	Екатеринбург	Свердловская область	Российская Федерация
	Менталитет	Гимназия	Екатеринбург	Свердловская область	Российская Федерация
	Многопрофильный лицей	Лицей	Екатеринбург	Свердловская область	Российская Федерация
	Многопрофильный лицей	Средняя общеобразовательная школа	Екатеринбург	Свердловская область	Российская Федерация
	Московский государственный индустриальный университет	Университет	Екатеринбург	Свердловская область	Российская Федерация
	муниципальное автономное общеобразовательное учреждение средняя общеобразовательная школа	Средняя общеобразовательная школа	Екатеринбург	Свердловская область	Российская Федерация
	Муниципальное бюджетное вечернее (сменное) общеобразовательное учреждение - Центр образования Ленинского района города Екатеринбурга	Средняя общеобразовательная школа	Екатеринбург	Свердловская область	Российская Федерация
	Муниципальное бюджетное общеобразовательное учреждение муниципального образования город Нягань Общеобразовательная средняя школа №3 Ханты-Мансийского автономного округа - Югры, Тюменской области	Средняя общеобразовательная школа	Екатеринбург	Свердловская область	Российская Федерация
	Муниципальное казенное общеобразовательное учреждение Захаровская средняя общеобразовательная школа Камышловского района Свердловской области	Средняя общеобразовательная школа	Екатеринбург	Свердловская область	Российская Федерация
	Муниципальное казенное общеобразовательное учреждение Каргапольская  средняя общеобразовательная школа имени Героя Советского Союза Н.Ф. Махов	Средняя общеобразовательная школа	Екатеринбург	Свердловская область	Российская Федерация
	Муниципальное казенное общеобразовательное учреждение Каргапольская  средняя общеобразовательная школа имени Героя Советского Союза Н.Ф. Махова	Средняя общеобразовательная школа	Екатеринбург	Свердловская область	Российская Федерация
	Муниципальное Общеобразовательное автономное учреждение Башкирская гимназия гороского округа город Нефтекамс	Гимназия	Екатеринбург	Свердловская область	Российская Федерация
	Национальный институт недвижимости и инвестиций	Институт	Екатеринбург	Свердловская область	Российская Федерация
	Национальный исследовательский университет МИФИ	Университет	Екатеринбург	Свердловская область	Российская Федерация
	Негосударственное образовательное учреждение высшего профессионального образования Академия Управления и Предпринимательства	Институт	Екатеринбург	Свердловская область	Российская Федерация
	Нижнеисетское профессиональное училище	Профессиональное училище	Екатеринбург	Свердловская область	Российская Федерация
	Нижнетагильский горно-металлургический колледж имени Е.А. и М.Е.Черепановых	Колледж	Екатеринбург	Свердловская область	Российская Федерация
	Нижнетагильский государственный профессиональный колледж имени Никиты Акинфиевича Демидова	Колледж	Екатеринбург	Свердловская область	Российская Федерация
	Нижнетагильский торгово-экономический колледж	Колледж	Екатеринбург	Свердловская область	Российская Федерация
	Нижнетуринская гимназия	Гимназия	Екатеринбург	Свердловская область	Российская Федерация
	Новосибирский государственный университет экономики и управления НИНХ	Колледж	Екатеринбург	Свердловская область	Российская Федерация
	НОУ ВПО Гуманитарный университет	Университет	Екатеринбург	Свердловская область	Российская Федерация
	Областной техникум дизайна и сервиса	Техникум	Екатеринбург	Свердловская область	Российская Федерация
	Областнойтехникум дизайна и сервиса	Техникум	Екатеринбург	Свердловская область	Российская Федерация
	Общеобразовательное учреждение - Лицей № 173	Лицей	Екатеринбург	Свердловская область	Российская Федерация
	Омский Государственный Университет	Университет	Екатеринбург	Свердловская область	Российская Федерация
	Омский региональный многопрофильный колледж	Колледж	Екатеринбург	Свердловская область	Российская Федерация
	Ор Авнер МО город Екатеринбург	Гимназия	Екатеринбург	Свердловская область	Российская Федерация
	Ор-Авнер	Гимназия	Екатеринбург	Свердловская область	Российская Федерация
	Пермский национальный исследовательский политехнический университет	Университет	Екатеринбург	Свердловская область	Российская Федерация
	Ползунов	Основная общеобразовательная школа	Екатеринбург	Свердловская область	Российская Федерация
	Политехническая гимназия	Гимназия	Екатеринбург	Свердловская область	Российская Федерация
	Полифорум	Гимназия	Екатеринбург	Свердловская область	Российская Федерация
	Полифорум	Средняя общеобразовательная школа	Екатеринбург	Свердловская область	Российская Федерация
	Поташкинская средняя образовательная школа	Средняя общеобразовательная школа	Екатеринбург	Свердловская область	Российская Федерация
	Поташкинская средняя общеобразовательная школа	Средняя общеобразовательная школа	Екатеринбург	Свердловская область	Российская Федерация
	Профессиональное училище № 122	Профессиональное училище	Екатеринбург	Свердловская область	Российская Федерация
	Профессиональное училище №3	Профессиональное училище	Екатеринбург	Свердловская область	Российская Федерация
	Профессионально-педагогический колледж	Колледж	Екатеринбург	Свердловская область	Российская Федерация
	Профессиональный лицей Автоматика	Профессиональный лицей	Екатеринбург	Свердловская область	Российская Федерация
	РГППУ	Университет	Екатеринбург	Свердловская область	Российская Федерация
	Республиканский инженерный лицей-интернат	Лицей	Екатеринбург	Свердловская область	Российская Федерация
	Родниковская средняя общеобразовательная школа	Средняя общеобразовательная школа	Екатеринбург	Свердловская область	Российская Федерация
	Россиийский государственный профессионально-педагогический университет	Университет	Екатеринбург	Свердловская область	Российская Федерация
	Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации	Академия	Екатеринбург	Свердловская область	Российская Федерация
	Российская международная академия туризма	Академия	Екатеринбург	Свердловская область	Российская Федерация
	Российский государственный профессионально педагогический университет	Университет	Екатеринбург	Свердловская область	Российская Федерация
	Российский государственный профессионально-педагогический университет	Академия	Екатеринбург	Свердловская область	Российская Федерация
	Российский государственный профессионально-педагогический университет	Университет	Екатеринбург	Свердловская область	Российская Федерация
	Санкт-Петербургский государственный архитектурно-строительный университет	Университет	Екатеринбург	Свердловская область	Российская Федерация
	Санкт-Петербургский государтсвенный университет водных коммуникаций	Университет	Екатеринбург	Свердловская область	Российская Федерация
	Санкт-Петербургский национальный исследовательский университет информационных технологий, механики и оптики	Университет	Екатеринбург	Свердловская область	Российская Федерация
	св	Колледж	Екатеринбург	Свердловская область	Российская Федерация
	Свердлвский областной медицинский колледж	Колледж	Екатеринбург	Свердловская область	Российская Федерация
	Свердловкий областной медицинский колледж	Колледж	Екатеринбург	Свердловская область	Российская Федерация
	Свердловкий областной педагогический колледж	Колледж	Екатеринбург	Свердловская область	Российская Федерация
	Свердловский автомобильно-дорожный техникум	Техникум	Екатеринбург	Свердловская область	Российская Федерация
	Свердловский горно-металлургический техникум им. Ползунова И.И.	Техникум	Екатеринбург	Свердловская область	Российская Федерация
	Свердловский государственный педагогический институт	Институт	Екатеринбург	Свердловская область	Российская Федерация
	Свердловский инженерно-педагогический институт	Институт	Екатеринбург	Свердловская область	Российская Федерация
	Свердловский институт народного хозяйства	Институт	Екатеринбург	Свердловская область	Российская Федерация
	Свердловский колледж искусств и культуры	Колледж	Екатеринбург	Свердловская область	Российская Федерация
	Свердловский кооперативный техникум Облпотребсоюза	Техникум	Екатеринбург	Свердловская область	Российская Федерация
	Свердловский мужской хоровой колледж	Колледж	Екатеринбург	Свердловская область	Российская Федерация
	Свердловский областной медицинский колледж	Колледж	Екатеринбург	Свердловская область	Российская Федерация
	Свердловский областной музыкально-эстетический педагогический колледж	Колледж	Екатеринбург	Свердловская область	Российская Федерация
	Свердловский областной педагогический колледж	Колледж	Екатеринбург	Свердловская область	Российская Федерация
	Свердловский ордена Трудового Красного Знамени горно-металлургический техникум им. И.И.Ползунова	Техникум	Екатеринбург	Свердловская область	Российская Федерация
	Свердловский педагогический институт	Институт	Екатеринбург	Свердловская область	Российская Федерация
	Свердловский радиотехнический техникум им. А.С. Попова	Техникум	Екатеринбург	Свердловская область	Российская Федерация
	Свердловский экономико-технологический техникум	Техникум	Екатеринбург	Свердловская область	Российская Федерация
